Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly) 
 08/07  20:00:00,189400195.70841673,189400195.70841673 
 08/07  21:00:00,174402369.0491807,174402369.0491807 
 08/07  22:00:00,85134722.37354441,85134722.37354442 
 08/07  23:00:00,80131530.28038286,80131530.28038286 
 08/07  24:00:00,65597949.44438682,65597949.44438682 
 08/08  01:00:00,65407915.1537362,65407915.1537362 
 08/08  02:00:00,65407915.1537362,65407915.1537362 
 08/08  03:00:00,65407915.1537362,65407915.1537362 
 08/08  04:00:00,65407915.1537362,65407915.1537362 
 08/08  05:00:00,65407915.1537362,65407915.1537362 
 08/08  06:00:00,133609061.60533664,133609061.60533664 
 08/08  07:00:00,169449367.75924855,169449367.75924855 
 08/08  08:00:00,329919685.2881484,329919685.2881485 
 08/08  09:00:00,327159697.98185676,327159697.98185676 
 08/08  10:00:00,343755541.8049153,343755541.8049153 
 08/08  11:00:00,368802063.17644054,368802063.1764406 
 08/08  12:00:00,351738665.8477135,351738665.8477135 
 08/08  13:00:00,382851720.3333124,382851720.3333124 
 08/08  14:00:00,383747101.2507898,383747101.2507898 
 08/08  15:00:00,394365507.8672384,394365507.86723834 
 08/08  16:00:00,409476900.4182105,409476900.4182105 
 08/08  17:00:00,295512956.4609503,295512956.4609504 
 08/08  18:00:00,216855603.15277195,216855603.15277198 
 08/08  19:00:00,217469306.8771776,217469306.8771776 
 08/08  20:00:00,181325242.0627993,181325242.0627993 
 08/08  21:00:00,168295520.22798723,168295520.22798726 
 08/08  22:00:00,85134722.37354441,85134722.37354442 
 08/08  23:00:00,80131530.28038286,80131530.28038286 
 08/08  24:00:00,65597949.44438682,65597949.44438682 
 08/09  01:00:00,65407915.1537362,65407915.1537362 
 08/09  02:00:00,65407915.1537362,65407915.1537362 
 08/09  03:00:00,65407915.1537362,65407915.1537362 
 08/09  04:00:00,65407915.1537362,65407915.1537362 
 08/09  05:00:00,65407915.1537362,65407915.1537362 
 08/09  06:00:00,131150698.22367951,131150698.22367951 
 08/09  07:00:00,167847838.83176798,167847838.831768 
 08/09  08:00:00,323931843.56662756,323931843.56662756 
 08/09  09:00:00,318682194.08849,318682194.08849 
 08/09  10:00:00,332849319.4004826,332849319.4004826 
 08/09  11:00:00,354848721.92577803,354848721.9257781 
 08/09  12:00:00,334047066.36256754,334047066.36256754 
 08/09  13:00:00,366871994.18220395,366871994.182204 
 08/09  14:00:00,366924980.51484007,366924980.51484007 
 08/09  15:00:00,376277283.63140106,376277283.63140106 
 08/09  16:00:00,391751337.47903246,391751337.4790325 
 08/09  17:00:00,277713229.4321799,277713229.4321799 
 08/09  18:00:00,203756046.05907184,203756046.0590719 
 08/09  19:00:00,206407241.85467678,206407241.85467678 
 08/09  20:00:00,173622092.29649577,173622092.2964958 
 08/09  21:00:00,163838754.51038235,163838754.51038235 
 08/09  22:00:00,85134722.37354441,85134722.37354442 
 08/09  23:00:00,80131530.28038286,80131530.28038286 
 08/09  24:00:00,65597949.44438682,65597949.44438682 
 08/10  01:00:00,65407915.1537362,65407915.1537362 
 08/10  02:00:00,65407915.1537362,65407915.1537362 
 08/10  03:00:00,65407915.1537362,65407915.1537362 
 08/10  04:00:00,65407915.1537362,65407915.1537362 
 08/10  05:00:00,65407915.1537362,65407915.1537362 
 08/10  06:00:00,130333465.31999424,130333465.31999424 
 08/10  07:00:00,166356076.32602352,166356076.3260235 
 08/10  08:00:00,321087327.1936778,321087327.1936778 
 08/10  09:00:00,316666716.20357215,316666716.20357215 
 08/10  10:00:00,328285001.4697287,328285001.4697287 
 08/10  11:00:00,350305574.022023,350305574.0220231 
 08/10  12:00:00,331545255.04371744,331545255.0437175 
 08/10  13:00:00,365653066.1216831,365653066.1216831 
 08/10  14:00:00,365739948.1993607,365739948.1993607 
 08/10  15:00:00,375277773.3816268,375277773.3816267 
 08/10  16:00:00,391336445.65740293,391336445.65740293 
 08/10  17:00:00,278685474.98490477,278685474.98490477 
 08/10  18:00:00,204920168.86306798,204920168.863068 
 08/10  19:00:00,208579478.3415592,208579478.34155923 
 08/10  20:00:00,175537284.10823125,175537284.10823128 
 08/10  21:00:00,165658058.96504322,165658058.9650432 
 08/10  22:00:00,85134722.37354441,85134722.37354442 
 08/10  23:00:00,80131530.28038286,80131530.28038286 
 08/10  24:00:00,65597949.44438682,65597949.44438682 
 08/11  01:00:00,65407915.1537362,65407915.1537362 
 08/11  02:00:00,65407915.1537362,65407915.1537362 
 08/11  03:00:00,65407915.1537362,65407915.1537362 
 08/11  04:00:00,65407915.1537362,65407915.1537362 
 08/11  05:00:00,65407915.1537362,65407915.1537362 
 08/11  06:00:00,132342030.21073705,132342030.21073703 
 08/11  07:00:00,168385427.8283011,168385427.82830113 
 08/11  08:00:00,323701863.9531716,323701863.9531717 
 08/11  09:00:00,321615651.57811296,321615651.57811296 
 08/11  10:00:00,336783686.52444446,336783686.52444446 
 08/11  11:00:00,360090489.5323564,360090489.5323564 
 08/11  12:00:00,341296629.3093043,341296629.30930424 
 08/11  13:00:00,373595073.3759256,373595073.3759256 
 08/11  14:00:00,373286736.06624573,373286736.06624573 
 08/11  15:00:00,384150172.91577816,384150172.91577816 
 08/11  16:00:00,402364876.16308546,402364876.1630856 
 08/11  17:00:00,293437226.02106565,293437226.0210657 
 08/11  18:00:00,217223101.92610815,217223101.92610818 
 08/11  19:00:00,219909702.6631693,219909702.6631693 
 08/11  20:00:00,184391538.31642866,184391538.31642866 
 08/11  21:00:00,170119634.86525533,170119634.86525533 
 08/11  22:00:00,85134722.37354441,85134722.37354442 
 08/11  23:00:00,80131530.28038286,80131530.28038286 
 08/11  24:00:00,54347289.79607374,54347289.79607374 
 08/12  01:00:00,54157290.74955592,54157290.74955592 
 08/12  02:00:00,54157290.74955592,54157290.74955592 
 08/12  03:00:00,54157290.74955592,54157290.74955592 
 08/12  04:00:00,54157290.74955592,54157290.74955592 
 08/12  05:00:00,54157290.74955592,54157290.74955592 
 08/12  06:00:00,130924092.21921109,130924092.21921109 
 08/12  07:00:00,135179829.63628817,135179829.63628817 
 08/12  08:00:00,166060724.33011368,166060724.33011368 
 08/12  09:00:00,177771670.66444772,177771670.66444772 
 08/12  10:00:00,190220589.79220322,190220589.79220322 
 08/12  11:00:00,216552295.39020014,216552295.39020017 
 08/12  12:00:00,181783670.46249634,181783670.46249634 
 08/12  13:00:00,183619886.31871462,183619886.31871462 
 08/12  14:00:00,184331591.79951596,184331591.79951596 
 08/12  15:00:00,187608017.02641672,187608017.02641672 
 08/12  16:00:00,190976139.58961397,190976139.58961397 
 08/12  17:00:00,129943457.3908964,129943457.3908964 
 08/12  18:00:00,117624661.91455983,117624661.91455981 
 08/12  19:00:00,108748680.35575831,108748680.3557583 
 08/12  20:00:00,117828101.02976859,117828101.02976859 
 08/12  21:00:00,102683754.25093172,102683754.25093174 
 08/12  22:00:00,86174035.85533947,86174035.85533947 
 08/12  23:00:00,56920794.74955592,56920794.74955593 
 08/12  24:00:00,54157290.74955592,54157290.74955592 
 08/13  01:00:00,54157290.74955592,54157290.74955592 
 08/13  02:00:00,54157290.74955592,54157290.74955592 
 08/13  03:00:00,54157290.74955592,54157290.74955592 
 08/13  04:00:00,54157290.74955592,54157290.74955592 
 08/13  05:00:00,54157290.74955592,54157290.74955592 
 08/13  06:00:00,57389045.50655627,57389045.50655627 
 08/13  07:00:00,53890208.54506254,53890208.54506254 
 08/13  08:00:00,53136572.91964606,53136572.91964605 
 08/13  09:00:00,53100571.45300382,53100571.45300382 
 08/13  10:00:00,98914267.79581657,98914267.79581657 
 08/13  11:00:00,118305620.84321219,118305620.84321219 
 08/13  12:00:00,112313984.98143862,112313984.98143862 
 08/13  13:00:00,127901333.96487553,127901333.96487552 
 08/13  14:00:00,116303905.73499748,116303905.73499748 
 08/13  15:00:00,132425437.34623528,132425437.34623526 
 08/13  16:00:00,117244366.73337844,117244366.73337846 
 08/13  17:00:00,131929405.55663705,131929405.55663703 
 08/13  18:00:00,113472443.83049864,113472443.83049865 
 08/13  19:00:00,139464320.60065272,139464320.60065272 
 08/13  20:00:00,111799323.31420657,111799323.31420659 
 08/13  21:00:00,119202640.90301237,119202640.90301237 
 08/13  22:00:00,104884301.41732688,104884301.4173269 
 08/13  23:00:00,108297518.27532607,108297518.27532607 
 08/13  24:00:00,89640947.40730743,89640947.40730745 
 08/14  01:00:00,77068640.16483086,77068640.16483088 
 08/14  02:00:00,65407915.1537362,65407915.153736204 
 08/14  03:00:00,65407915.1537362,65407915.1537362 
 08/14  04:00:00,65407915.1537362,65407915.1537362 
 08/14  05:00:00,65407915.1537362,65407915.1537362 
 08/14  06:00:00,148291398.83861896,148291398.83861896 
 08/14  07:00:00,199661403.10406289,199661403.10406289 
 08/14  08:00:00,379242066.6393134,379242066.63931346 
 08/14  09:00:00,386466046.97578365,386466046.97578365 
 08/14  10:00:00,414029819.7991487,414029819.7991487 
 08/14  11:00:00,453040446.81371,453040446.8137099 
 08/14  12:00:00,443849284.750887,443849284.750887 
 08/14  13:00:00,482456096.11680186,482456096.11680186 
 08/14  14:00:00,475809335.77180624,475809335.77180624 
 08/14  15:00:00,483886313.93842924,483886313.93842924 
 08/14  16:00:00,496322384.7011156,496322384.7011156 
 08/14  17:00:00,367001951.452622,367001951.452622 
 08/14  18:00:00,278578023.9175982,278578023.91759825 
 08/14  19:00:00,273956743.37150073,273956743.3715008 
 08/14  20:00:00,227738369.67363608,227738369.6736361 
 08/14  21:00:00,204479125.098124,204479125.09812403 
 08/14  22:00:00,111436300.83032465,111436300.83032466 
 08/14  23:00:00,97805711.22752853,97805711.2275285 
 08/14  24:00:00,65597949.44438682,65597949.44438681 
 08/15  01:00:00,65407915.1537362,65407915.1537362 
 08/15  02:00:00,65407915.1537362,65407915.1537362 
 08/15  03:00:00,65407915.1537362,65407915.1537362 
 08/15  04:00:00,65407915.1537362,65407915.1537362 
 08/15  05:00:00,65407915.1537362,65407915.1537362 
 08/15  06:00:00,149913570.74656695,149913570.74656695 
 08/15  07:00:00,196456460.97365198,196456460.973652 
 08/15  08:00:00,374926970.98261595,374926970.98261595 
 08/15  09:00:00,381292065.38271904,381292065.3827191 
 08/15  10:00:00,406850760.8642372,406850760.8642372 
 08/15  11:00:00,444688650.3139946,444688650.3139946 
 08/15  12:00:00,434812121.82263374,434812121.82263374 
 08/15  13:00:00,473482855.23954636,473482855.2395463 
 08/15  14:00:00,465825193.101662,465825193.101662 
 08/15  15:00:00,473824480.8124484,473824480.8124484 
 08/15  16:00:00,491396733.5990817,491396733.5990817 
 08/15  17:00:00,369321094.3062201,369321094.3062201 
 08/15  18:00:00,287679552.5026856,287679552.5026856 
 08/15  19:00:00,283853848.57958007,283853848.57958007 
 08/15  20:00:00,234135915.5650292,234135915.5650292 
 08/15  21:00:00,208430774.1770902,208430774.1770902 
 08/15  22:00:00,106443730.95628275,106443730.95628275 
 08/15  23:00:00,95991459.66205902,95991459.66205902 
 08/15  24:00:00,65597949.44438682,65597949.44438682 
 08/16  01:00:00,65407915.1537362,65407915.1537362 
 08/16  02:00:00,65407915.1537362,65407915.1537362 
 08/16  03:00:00,65407915.1537362,65407915.1537362 
 08/16  04:00:00,65407915.1537362,65407915.1537362 
 08/16  05:00:00,65407915.1537362,65407915.1537362 
 08/16  06:00:00,152678047.61828756,152678047.61828756 
 08/16  07:00:00,198272378.37609255,198272378.37609258 
 08/16  08:00:00,378428605.49424535,378428605.49424535 
 08/16  09:00:00,387420582.0163788,387420582.0163788 
 08/16  10:00:00,417639595.01803595,417639595.01803595 
 08/16  11:00:00,461881982.82340956,461881982.8234096 
 08/16  12:00:00,453566373.2089236,453566373.2089236 
 08/16  13:00:00,494130797.97798586,494130797.97798604 
 08/16  14:00:00,490206953.71006906,490206953.71006906 
 08/16  15:00:00,502889099.8283403,502889099.82834035 
 08/16  16:00:00,519243025.1817373,519243025.18173736 
 08/16  17:00:00,382487361.26156855,382487361.2615685 
 08/16  18:00:00,291390048.2278981,291390048.22789806 
 08/16  19:00:00,284678820.8829776,284678820.88297766 
 08/16  20:00:00,236632116.92404044,236632116.92404047 
 08/16  21:00:00,210750592.5345744,210750592.53457445 
 08/16  22:00:00,113453596.09893587,113453596.09893589 
 08/16  23:00:00,84126595.22711603,84126595.22711603 
 08/16  24:00:00,65597949.44438682,65597949.44438682 
 08/17  01:00:00,65407915.1537362,65407915.1537362 
 08/17  02:00:00,65407915.1537362,65407915.1537362 
 08/17  03:00:00,65407915.1537362,65407915.1537362 
 08/17  04:00:00,65407915.1537362,65407915.1537362 
 08/17  05:00:00,65407915.1537362,65407915.1537362 
 08/17  06:00:00,153633483.473156,153633483.473156 
 08/17  07:00:00,200296613.94000468,200296613.94000465 
 08/17  08:00:00,376436423.5994538,376436423.59945387 
 08/17  09:00:00,375716097.873518,375716097.87351805 
 08/17  10:00:00,393691560.8119361,393691560.81193614 
 08/17  11:00:00,420926427.4265251,420926427.426525 
 08/17  12:00:00,406030146.9241015,406030146.9241015 
 08/17  13:00:00,432913061.03309137,432913061.0330913 
 08/17  14:00:00,424144928.8327201,424144928.8327201 
 08/17  15:00:00,428637411.52596426,428637411.52596426 
 08/17  16:00:00,438247970.1726301,438247970.1726301 
 08/17  17:00:00,317582795.96856725,317582795.96856725 
 08/17  18:00:00,236093546.52687338,236093546.5268734 
 08/17  19:00:00,241276954.00224704,241276954.0022471 
 08/17  20:00:00,201571877.12070206,201571877.12070206 
 08/17  21:00:00,183768744.99515802,183768744.99515802 
 08/17  22:00:00,85134722.37354441,85134722.37354442 
 08/17  23:00:00,80131530.28038286,80131530.28038286 
 08/17  24:00:00,65597949.44438682,65597949.44438682 
 08/18  01:00:00,65407915.1537362,65407915.1537362 
 08/18  02:00:00,65407915.1537362,65407915.1537362 
 08/18  03:00:00,65407915.1537362,65407915.1537362 
 08/18  04:00:00,65407915.1537362,65407915.1537362 
 08/18  05:00:00,65407915.1537362,65407915.1537362 
 08/18  06:00:00,150935083.41019315,150935083.41019315 
 08/18  07:00:00,185774663.73301816,185774663.7330182 
 08/18  08:00:00,353568257.19165933,353568257.1916594 
 08/18  09:00:00,348402278.02013946,348402278.02013946 
 08/18  10:00:00,363565177.96197605,363565177.9619761 
 08/18  11:00:00,390826934.1161796,390826934.1161795 
 08/18  12:00:00,378918017.44326234,378918017.44326234 
 08/18  13:00:00,408947057.9081821,408947057.9081821 
 08/18  14:00:00,406350439.00596726,406350439.0059673 
 08/18  15:00:00,414344815.5679343,414344815.5679342 
 08/18  16:00:00,427657608.32921666,427657608.3292166 
 08/18  17:00:00,312504852.44514453,312504852.4451446 
 08/18  18:00:00,232878162.3492128,232878162.34921286 
 08/18  19:00:00,240183602.4766353,240183602.47663534 
 08/18  20:00:00,199109125.58869764,199109125.58869764 
 08/18  21:00:00,180159470.93951595,180159470.93951595 
 08/18  22:00:00,85134722.37354441,85134722.37354442 
 08/18  23:00:00,80131530.28038286,80131530.28038286 
 08/18  24:00:00,54347289.79607374,54347289.79607374 
 08/19  01:00:00,54157290.74955592,54157290.74955592 
 08/19  02:00:00,54157290.74955592,54157290.74955592 
 08/19  03:00:00,54157290.74955592,54157290.74955592 
 08/19  04:00:00,54157290.74955592,54157290.74955592 
 08/19  05:00:00,54157290.74955592,54157290.74955592 
 08/19  06:00:00,145426938.30059105,145426938.30059105 
 08/19  07:00:00,146629589.3595295,146629589.3595295 
 08/19  08:00:00,174396588.29249623,174396588.29249623 
 08/19  09:00:00,184643466.14389765,184643466.14389765 
 08/19  10:00:00,193341079.80528575,193341079.80528575 
 08/19  11:00:00,211542137.56063423,211542137.56063426 
 08/19  12:00:00,166491412.69763523,166491412.6976352 
 08/19  13:00:00,164781897.0201842,164781897.0201842 
 08/19  14:00:00,168409550.9736296,168409550.9736296 
 08/19  15:00:00,175556255.48042652,175556255.48042652 
 08/19  16:00:00,181109767.14964125,181109767.14964122 
 08/19  17:00:00,128060706.46274953,128060706.46274954 
 08/19  18:00:00,120805660.67221026,120805660.67221028 
 08/19  19:00:00,116076227.78060187,116076227.78060189 
 08/19  20:00:00,118711079.69766167,118711079.69766167 
 08/19  21:00:00,103035446.45216908,103035446.45216909 
 08/19  22:00:00,87928277.52821179,87928277.52821179 
 08/19  23:00:00,56920794.74955592,56920794.74955593 
 08/19  24:00:00,54157290.74955592,54157290.74955592 
 08/20  01:00:00,54157290.74955592,54157290.74955592 
 08/20  02:00:00,54157290.74955592,54157290.74955592 
 08/20  03:00:00,54157290.74955592,54157290.74955592 
 08/20  04:00:00,54157290.74955592,54157290.74955592 
 08/20  05:00:00,54157290.74955592,54157290.74955592 
 08/20  06:00:00,60800759.50655627,60800759.50655627 
 08/20  07:00:00,53960675.304799214,53960675.30479921 
 08/20  08:00:00,53176009.08770574,53176009.08770574 
 08/20  09:00:00,53100571.45300382,53100571.45300382 
 08/20  10:00:00,82571557.105965,82571557.10596499 
 08/20  11:00:00,87149457.6616774,87149457.6616774 
 08/20  12:00:00,104347683.7746648,104347683.77466482 
 08/20  13:00:00,98631617.04020861,98631617.04020864 
 08/20  14:00:00,110614298.64469063,110614298.64469066 
 08/20  15:00:00,103478597.40635952,103478597.40635952 
 08/20  16:00:00,118355730.74425872,118355730.7442587 
 08/20  17:00:00,107909225.93806829,107909225.93806829 
 08/20  18:00:00,121493913.92627099,121493913.92627099 
 08/20  19:00:00,121616400.76782767,121616400.76782767 
 08/20  20:00:00,121558089.15125206,121558089.15125206 
 08/20  21:00:00,104553989.50689279,104553989.50689279 
 08/20  22:00:00,109910975.59993204,109910975.59993207 
 08/20  23:00:00,74378215.68455145,74378215.68455145 
 08/20  24:00:00,76378134.56259322,76378134.56259322 
 08/21  01:00:00,65407915.1537362,65407915.153736204 
 08/21  02:00:00,65407915.1537362,65407915.1537362 
 08/21  03:00:00,65407915.1537362,65407915.1537362 
 08/21  04:00:00,65407915.1537362,65407915.1537362 
 08/21  05:00:00,65407915.1537362,65407915.1537362 
 08/21  06:00:00,146460106.8721756,146460106.8721756 
 08/21  07:00:00,184427510.64462215,184427510.64462215 
 08/21  08:00:00,355658595.37342393,355658595.37342393 
 08/21  09:00:00,351655792.604837,351655792.604837 
 08/21  10:00:00,365653453.9732519,365653453.97325194 
 08/21  11:00:00,389901880.0018862,389901880.0018862 
 08/21  12:00:00,373251166.7957887,373251166.79578876 
